Load address: $5000 Init address: $5FB2 Play address: $5012
Calling initroutine with subtune 0
Calling playroutine for 3000 frames, starting from frame 0
Middle C frequency is $1168

| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|    83 | 3A8C (A-5 C5) .. .... ... | 2BD6 (E-5 C0) .. .... ... | 1F04 (A#4 BA) .. .... ... | .... .. ... . |
|    84 | 1A13  G-4 B7  41 064B ... | 1388  D-4 B2  41 064B ... | 0685  G-2 9F  41 099F 150 | .... .. ... . |
|    85 | 3426 (G-5 C3) 80 .... ... | 2710 (D-5 BE) 80 .... ... | ....  ... ..  .. .... 166 | .... .. ... . |
|    86 | 1A13 (G-4 B7) .. .... ... | 1388 (D-4 B2) .. .... ... | ....  ... ..  .. .... 17C | .... .. ... . |
|    87 | 3426 (G-5 C3) 40 .... ... | 2710 (D-5 BE) 40 .... ... | ....  ... ..  40 0000 192 | .... .. ... . |
|    88 | 1A13 (G-4 B7) .. .... ... | 1388 (D-4 B2) .. .... ... | ....  ... ..  .. .... 1A8 | .... .. ... . |
|    89 | 3426 (G-5 C3) .. .... ... | 2710 (D-5 BE) .. .... ... | ....  ... ..  .. .... 1BE | .... .. ... . |
|    90 | 1A13 (G-4 B7) .. .... ... | 1388 (D-4 B2) .. .... ... | 0751  A-2 A1  41 099F ... | .... .. ... . |
|    91 | 3426 (G-5 C3) .. .... ... | 2710 (D-5 BE) .. .... ... | ....  ... ..  .. .... 1D4 | .... .. ... . |
|    92 | 1A13 (G-4 B7) .. .... ... | 1388 (D-4 B2) .. .... ... | ....  ... ..  .. .... 1EA | .... .. ... . |
|    93 | 3426 (G-5 C3) .. .... ... | 2710 (D-5 BE) .. 0000 ... | ....  ... ..  40 0000 100 | .... .. ... . |
|    94 | 1A13 (G-4 B7) .. .... ... | 1388 (D-4 B2) .. .... ... | ....  ... ..  .. .... 116 | .... .. ... . |
|    95 | 3426 (G-5 C3) .. .... ... | 2710 (D-5 BE) .. .... ... | ....  ... ..  .. .... 12C | .... .. ... . |
|    96 | 1A13 (G-4 B7) .. .... ... | 4141  B-5 C7  43 0FC4 200 | 03A9  A-1 95  41 099F ... | .... .. ... . |
|    97 | 3426 (G-5 C3) .. .... ... | ....  ... ..  80 .... ... | ....  ... ..  .. .... 142 | .... .. ... . |
|    98 | 1A13 (G-4 B7) .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 158 | .... .. ... . |
|    99 | 3426 (G-5 C3) .. 0000 ... | ....  ... ..  42 0000 ... | ....  ... ..  .. .... 16E | .... .. ... . |
|   100 | 1A13 (G-4 B7) .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 184 | .... .. ... . |
|   101 | 3426 (G-5 C3) .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 19A | .... .. ... . |
|   102 | 1D46  A-4 B9  41 064B ... | 4341  B-5 C7  43 0FC4 ... | ....  ... ..  .. .... 1B0 | .... .. ... . |
|   103 | 3A8C (A-5 C5) 80 .... ... | ....  ... ..  80 .... ... | ....  ... ..  .. .... 1C6 | .... .. ... . |
|   104 | 1D46 (A-4 B9) .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 1DC | .... .. ... . |
|   105 | 3A8C (A-5 C5) 40 0000 ... | ....  ... ..  42 0000 ... | ....  ... ..  .. .... 1F2 | .... .. ... . |
|   106 | 1D46 (A-4 B9) .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 108 | .... .. ... . |
|   107 | 3A8C (A-5 C5) .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 11E | .... .. ... . |
|   108 | 1D46  A-4 B9  41 064B ... | 4341  B-5 C7  43 0FC4 ... | ....  ... ..  .. .... 134 | .... .. ... . |
|   109 | 3A8C (A-5 C5) 80 .... ... | ....  ... ..  80 .... ... | ....  ... ..  .. .... 14A | .... .. ... . |
|   110 | 1D46 (A-4 B9) .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 160 | .... .. ... . |
|   111 | 3A8C (A-5 C5) 40 .... ... | ....  ... ..  42 0000 ... | ....  ... ..  40 0000 176 | .... .. ... . |
|   112 | 1D46 (A-4 B9) .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 18C | .... .. ... . |
|   113 | 3A8C (A-5 C5) .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 1A2 | .... .. ... . |
|   114 | 1D46 (A-4 B9) .. .... ... | 4341  B-5 C7  43 0FC4 ... | 0751  A-2 A1  41 099F ... | .... .. ... . |
|   115 | 3A8C (A-5 C5) .. .... ... | ....  ... ..  80 .... ... | ....  ... ..  .. .... 1B8 | .... .. ... . |
|   116 | 1D46 (A-4 B9) .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 1CE | .... .. ... . |
|   117 | 3A8C (A-5 C5) .. 0000 ... | ....  ... ..  42 0000 ... | ....  ... ..  40 0000 1E4 | .... .. ... . |
|   118 | 1D46 (A-4 B9) .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 1FA | .... .. ... . |
|   119 | 3A8C (A-5 C5) .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 110 | .... .. ... . |
|   120 | 1D46  A-4 B9  41 064B ... | 15EB  E-4 B4  41 064B 180 | 0F82  A#3 AE  81 0A09 200 | .... .. ... . |
|   121 | 3A8C (A-5 C5) 80 .... ... | 2BD6 (E-5 C0) 80 .... ... | 1F04 (A#4 BA) 80 .... ... | .... .. ... . |
|   122 | 1D46 (A-4 B9) .. .... ... | 15EB (E-4 B4) .. .... ... | 0F82 (A#3 AE) .. .... ... | .... .. ... . |
|   123 | 3A8C (A-5 C5) 40 .... ... | 2BD6 (E-5 C0) 40 .... ... | 1F04 (A#4 BA) .. .... ... | .... .. ... . |
|   124 | 1D46 (A-4 B9) .. .... ... | 15EB (E-4 B4) .. .... ... | 0F82 (A#3 AE) .. .... ... | .... .. ... . |
|   125 | 3A8C (A-5 C5) .. .... ... | 2BD6 (E-5 C0) .. .... ... | 1F04 (A#4 BA) .. .... ... | .... .. ... . |
|   126 | 1D46 (A-4 B9) .. .... ... | 15EB (E-4 B4) .. .... ... | 0F82 (A#3 AE) .. .... ... | .... .. ... . |
|   127 | 3A8C (A-5 C5) .. .... ... | 2BD6 (E-5 C0) .. .... ... | 1F04 (A#4 BA) .. .... ... | .... .. ... . |
|   128 | 1D46 (A-4 B9) .. .... ... | 15EB (E-4 B4) .. .... ... | 0F82 (A#3 AE) .. .... ... | .... .. ... . |
|   129 | 3A8C (A-5 C5) .. 0000 ... | 2BD6 (E-5 C0) .. 0000 ... | 1F04 (A#4 BA) .. 0000 ... | .... .. ... . |
|   130 | 1D46 (A-4 B9) .. .... ... | 15EB (E-4 B4) .. .... ... | 0F82 (A#3 AE) .. .... ... | .... .. ... . |
|   131 | 3A8C (A-5 C5) .. .... ... | 2BD6 (E-5 C0) .. .... ... | 1F04 (A#4 BA) .. .... ... | .... .. ... . |
|   132 | 1A13  G-4 B7  41 064B ... | 15EB  E-4 B4  41 064B ... | 03A9  A-1 95  41 099F 110 | .... .. ... . |
|   133 | 3426 (G-5 C3) 80 .... ... | 2BD6 (E-5 C0) 80 .... ... | ....  ... ..  .. .... 126 | .... .. ... . |
|   134 | 1A13 (G-4 B7) .. .... ... | 15EB (E-4 B4) .. .... ... | ....  ... ..  .. .... 13C | .... .. ... . |
|   135 | 3426 (G-5 C3) 40 .... ... | 2BD6 (E-5 C0) 40 .... ... | ....  ... ..  .. .... 152 | .... .. ... . |
|   136 | 1A13 (G-4 B7) .. .... ... | 15EB (E-4 B4) .. .... ... | ....  ... ..  .. .... 168 | .... .. ... . |
|   137 | 3426 (G-5 C3) .. .... ... | 2BD6 (E-5 C0) .. .... ... | ....  ... ..  .. .... 17E | .... .. ... . |
|   138 | 1A13 (G-4 B7) .. .... ... | 15EB (E-4 B4) .. .... ... | ....  ... ..  .. .... 194 | .... .. ... . |
|   139 | 3426 (G-5 C3) .. .... ... | 2BD6 (E-5 C0) .. .... ... | ....  ... ..  .. .... 1AA | .... .. ... . |
|   140 | 1A13 (G-4 B7) .. .... ... | 15EB (E-4 B4) .. .... ... | ....  ... ..  .. .... 1C0 | .... .. ... . |
