Load address: $1800 Init address: $1800 Play address: $1806
Calling initroutine with subtune 0
Calling playroutine for 3000 frames, starting from frame 0
Middle C frequency is $1168

| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|   166 | ....  ... ..  .. .... F32 | ....  ... ..  .. .... 880 | ....  ... ..  .. .... 880 | .... .. ... . |
|   167 | ....  ... ..  .. .... ECE | ....  ... ..  .. .... 8C0 | ....  ... ..  .. .... 8C0 | .... .. ... . |
|   168 | ....  ... ..  .. .... E6A | ....  ... ..  .. .... 900 | ....  ... ..  .. .... 900 | .... .. ... . |
|   169 | ....  ... ..  .. .... E06 | ....  ... ..  .. .... 940 | ....  ... ..  .. .... 940 | .... .. ... . |
|   170 | ....  ... ..  .. .... DA2 | ....  ... ..  .. .... 980 | ....  ... ..  .. .... 980 | .... .. ... . |
|   171 | ....  ... ..  .. .... D3E | ....  ... ..  .. .... 9C0 | ....  ... ..  .. .... 9C0 | .... .. ... . |
|   172 | ....  ... ..  .. .... CDA | ....  ... ..  .. .... A00 | ....  ... ..  .. .... A00 | .... .. ... . |
|   173 | ....  ... ..  .. .... C76 | ....  ... ..  .. .... A40 | ....  ... ..  .. .... A40 | .... .. ... . |
|   174 | ....  ... ..  .. .... C12 | ....  ... ..  .. .... A80 | ....  ... ..  .. .... A80 | .... .. ... . |
|   175 | ....  ... ..  .. .... BAE | ....  ... ..  .. .... AC0 | ....  ... ..  .. .... AC0 | .... .. ... . |
|   176 | ....  ... ..  .. .... B4A | ....  ... ..  .. .... B00 | ....  ... ..  .. .... B00 | .... .. ... . |
|   177 | ....  ... ..  .. .... AE6 | ....  ... ..  .. .... B40 | ....  ... ..  .. .... B40 | .... .. ... . |
|   178 | ....  ... ..  .. .... A82 | ....  ... ..  .. .... B80 | ....  ... ..  .. .... B80 | .... .. ... . |
|   179 | ....  ... ..  .. .... A1E | ....  ... ..  .. .... BC0 | ....  ... ..  .. .... BC0 | .... .. ... . |
|   180 | ....  ... ..  .. .... 9BA | ....  ... ..  .. .... C00 | ....  ... ..  .. .... C00 | .... .. ... . |
|   181 | ....  ... ..  .. .... 956 | ....  ... ..  .. .... C40 | ....  ... ..  .. .... C40 | .... .. ... . |
|   182 | ....  ... ..  .. .... 8F2 | ....  ... ..  .. .... C80 | ....  ... ..  .. .... C80 | .... .. ... . |
|   183 | ....  ... ..  .. .... 88E | ....  ... ..  .. .... CC0 | ....  ... ..  .. .... CC0 | .... .. ... . |
|   184 | ....  ... ..  .. .... 82A | ....  ... ..  .. .... D00 | ....  ... ..  .. .... D00 | .... .. ... . |
|   185 | ....  ... ..  .. .... 7C6 | ....  ... ..  .. .... D40 | ....  ... ..  .. .... D40 | .... .. ... . |
