Load address: $A400 Init address: $BFC0 Play address: $BFE0
Calling initroutine with subtune 0
Calling playroutine for 3000 frames, starting from frame 0
Middle C frequency is $1168

| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|   136 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   137 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   138 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   139 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   140 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   141 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   142 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   143 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   144 | 224B  C-5 BC  21 11A9 800 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   145 | 2345 (+ 00FA) .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   146 | 243F (C#5 BD) .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   147 | 2539 (+ 00FA) .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   148 | 243F (- 00FA) .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   149 | 2345 (C-5 BC) .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   150 | 224B (- 00FA) .. .... 864 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   151 | 2287 (+ 003C) 20 .... 8C8 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   152 | 22C3 (+ 003C) .. .... 92C | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   153 | 22FF (+ 003C) .. .... 990 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   154 | 22C3 (- 003C) .. .... 9F4 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   155 | 2287 (- 003C) .. .... A58 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   156 | 224B (- 003C) .. .... ABC | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   157 | ....  ... ..  .. .... B20 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   158 | ....  ... ..  .. .... B84 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   159 | ....  ... ..  .. .... BE8 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   160 | ....  ... ..  .. .... C4C | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   161 | ....  ... ..  .. .... CB0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   162 | ....  ... ..  .. .... D14 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   163 | ....  ... ..  .. .... D78 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   164 | ....  ... ..  .. .... DDC | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   165 | ....  ... ..  .. .... E40 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   166 | ....  ... ..  .. .... EA4 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   167 | ....  ... ..  .. .... F08 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   168 | ....  ... ..  .. .... F6C | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   169 | ....  ... ..  .. .... FD0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   170 | ....  ... ..  .. .... 034 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   171 | 0000  ... ..  00 0000 000 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   172 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   173 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   174 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   175 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   176 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   177 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   178 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   179 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   180 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   181 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   182 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   183 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   184 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   185 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   186 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   187 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   188 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   189 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   190 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   191 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   192 | 2DC6  F-5 C1  21 11A9 800 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   193 | 2EC0 (+ 00FA) .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   194 | 2FBA (+ 00FA) .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   195 | 30B4 (F#5 C2) .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   196 | 2FBA (F-5 C1) .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   197 | 2EC0 (- 00FA) .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   198 | 2DC6 (- 00FA) .. .... 864 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   199 | 2E02 (+ 003C) 20 .... 8C8 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   200 | 2E3E (+ 003C) .. .... 92C | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   201 | 2E7A (+ 003C) .. .... 990 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   202 | 2E3E (- 003C) .. .... 9F4 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   203 | 2E02 (- 003C) .. .... A58 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   204 | 2DC6 (- 003C) .. .... ABC | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   205 | ....  ... ..  .. .... B20 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   206 | ....  ... ..  .. .... B84 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   207 | ....  ... ..  .. .... BE8 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   208 | ....  ... ..  .. .... C4C | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   209 | ....  ... ..  .. .... CB0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   210 | ....  ... ..  .. .... D14 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   211 | ....  ... ..  .. .... D78 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   212 | ....  ... ..  .. .... DDC | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   213 | ....  ... ..  .. .... E40 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   214 | ....  ... ..  .. .... EA4 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   215 | ....  ... ..  .. .... F08 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   216 | ....  ... ..  .. .... F6C | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   217 | ....  ... ..  .. .... FD0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   218 | ....  ... ..  .. .... 034 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
