Load address: $A600 Init address: $A600 Play address: $A603
Calling initroutine with subtune 0
Calling playroutine for 3000 frames, starting from frame 0
Middle C frequency is $1168

| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|   105 | 0901 (C#3 A5) .. .... 7A0 | 151F (D#4 B3) .. .... 6A0 | 0400 (B-1 97) .. .... ... | 9000 .. ... . |
|   106 | 0911 (+ 0010) .. .... 740 | 2386 (C-5 BC) .. .... 720 | 0500 (D-2 9A) .. .... ... | 8E00 .. ... . |
|   107 | 0901 (- 0010) .. .... 6E0 | 1C31 (G#4 B8) .. .... 7A0 | ....  ... ..  .. .... ... | 8C00 .. ... . |
|   108 | 08F1 (C-3 A4) .. .... 740 | 151F (D#4 B3) .. .... 820 | ....  ... ..  .. .... ... | 8A00 .. ... . |
|   109 | 08E1 (- 0010) .. .... 7A0 | 2386 (C-5 BC) .. .... 8A0 | ....  ... ..  .. .... ... | 8800 .. ... . |
|   110 | 08D1 (- 0010) .. .... 800 | 1C31 (G#4 B8) .. .... 920 | ....  ... ..  .. .... ... | 8600 .. ... . |
|   111 | 08C1 (- 0010) .. .... 860 | 151F (D#4 B3) .. .... 9A0 | ....  ... ..  .. .... ... | 8400 .. ... . |
|   112 | 08D1 (+ 0010) .. .... 8C0 | 2386 (C-5 BC) .. .... A20 | ....  ... ..  .. .... ... | 8200 .. ... . |
|   113 | 08E1 (+ 0010) .. .... 920 | 1C31 (G#4 B8) .. .... AA0 | ....  ... ..  .. .... ... | 8000 .. ... . |
|   114 | 08F1 (+ 0010) .. .... 980 | 151F (D#4 B3) .. .... B20 | ....  ... ..  .. .... ... | 7E00 .. ... . |
|   115 | 0901 (C#3 A5) .. .... 9E0 | 2386 (C-5 BC) .. .... BA0 | ....  ... ..  .. .... ... | 7C00 .. ... . |
|   116 | 0911 (+ 0010) .. .... A40 | 1C31 (G#4 B8) .. .... C20 | ....  ... ..  .. .... ... | 7A00 .. ... . |
|   117 | 0901 (- 0010) .. .... AA0 | 151F (D#4 B3) .. .... BA0 | ....  ... ..  .. .... ... | 7800 .. ... . |
|   118 | 08F1 (C-3 A4) .. .... B00 | 2386 (C-5 BC) .. .... B20 | ....  ... ..  .. .... ... | 7600 .. ... . |
|   119 | 08E1 (- 0010) .. .... B60 | 1C31 (G#4 B8) .. .... AA0 | ....  ... ..  .. .... ... | 7400 .. ... . |
|   120 | 08D1 (- 0010) .. .... BC0 | 151F (D#4 B3) .. .... A20 | 0E18  G#3 AC  11 .... ... | 7200 .. ... . |
|   121 | 08C1 (- 0010) .. .... C20 | 2386 (C-5 BC) .. .... 9A0 | 3400 (G-5 C3) 81 .... ... | 7000 .. ... . |
|   122 | 08D1 (+ 0010) .. .... C80 | 1C31 (G#4 B8) .. .... 920 | 0A00 (D-3 A6) 41 .... ... | 6E00 .. ... . |
|   123 | 08E1 (+ 0010) .. .... CE0 | 151F (D#4 B3) .. .... 8A0 | 0800 (B-2 A3) 40 .... ... | 6C00 .. ... . |
|   124 | 08F1 (+ 0010) .. .... D40 | 2386 (C-5 BC) .. .... 820 | 0600 (F#2 9E) .. .... ... | 6A00 .. ... . |
|   125 | 0901 (C#3 A5) .. .... CE0 | 1C31 (G#4 B8) .. .... 7A0 | 0400 (B-1 97) .. .... ... | 6800 .. ... . |
|   126 | 0911 (+ 0010) .. .... C80 | 151F (D#4 B3) .. .... 720 | 0500 (D-2 9A) .. .... ... | 6600 .. ... . |
|   127 | 0901 (- 0010) .. .... C20 | 2386 (C-5 BC) .. .... 6A0 | 0600 (F#2 9E) .. .... ... | 6400 .. ... . |
|   128 | 08F1 (C-3 A4) .. .... BC0 | 1C31 (G#4 B8) .. .... 620 | 0500 (D-2 9A) .. .... ... | 6200 .. ... . |
|   129 | 08E1 (- 0010) .. .... B60 | 151F (D#4 B3) .. .... 5A0 | 0400 (B-1 97) .. .... ... | 6000 .. ... . |
|   130 | 08D1 (- 0010) .. .... B00 | 2386 (C-5 BC) .. .... 520 | 0500 (D-2 9A) .. .... ... | 6100 .. ... . |
|   131 | 08C1 (- 0010) .. .... AA0 | 1C31 (G#4 B8) .. .... 4A0 | ....  ... ..  .. .... ... | 6200 .. ... . |
|   132 | 08D1 (+ 0010) .. .... A40 | 151F (D#4 B3) .. .... 420 | ....  ... ..  .. .... ... | 6300 .. ... . |
|   133 | 08E1 (+ 0010) .. .... 9E0 | 2386 (C-5 BC) .. .... 3A0 | ....  ... ..  .. .... ... | 6400 .. ... . |
|   134 | 08F1 (+ 0010) .. .... 980 | 1C31 (G#4 B8) .. .... 420 | ....  ... ..  .. .... ... | 6500 .. ... . |
|   135 | 0901 (C#3 A5) .. .... 920 | 151F (D#4 B3) .. .... 4A0 | ....  ... ..  .. .... ... | 6600 .. ... . |
|   136 | 0911 (+ 0010) .. .... 8C0 | 2386 (C-5 BC) .. .... 520 | ....  ... ..  .. .... ... | 6700 .. ... . |
|   137 | 0901 (- 0010) .. .... 860 | 1C31 (G#4 B8) .. .... 5A0 | ....  ... ..  .. .... ... | 6800 .. ... . |
|   138 | 08F1 (C-3 A4) .. .... 800 | 151F (D#4 B3) .. .... 620 | ....  ... ..  .. .... ... | 6900 .. ... . |
|   139 | 08E1 (- 0010) .. .... 7A0 | 2386 (C-5 BC) .. .... 6A0 | ....  ... ..  .. .... ... | 6A00 .. ... . |
|   140 | 08D1 (- 0010) .. .... 740 | 1C31 (G#4 B8) .. .... 720 | ....  ... ..  .. .... ... | 6B00 .. ... . |
|   141 | 08C1 (- 0010) .. .... 6E0 | 151F (D#4 B3) .. .... 7A0 | ....  ... ..  .. .... ... | 6C00 .. ... . |
|   142 | 08D1 (+ 0010) .. .... 740 | 2386 (C-5 BC) .. .... 820 | ....  ... ..  .. .... ... | 6D00 .. ... . |
|   143 | 08E1 (+ 0010) .. .... 7A0 | 1C31 (G#4 B8) .. .... 8A0 | ....  ... ..  .. .... ... | 6E00 .. ... . |
