Load address: $A000 Init address: $C000 Play address: $C020
Calling initroutine with subtune 0
Calling playroutine for 3000 frames, starting from frame 0
Middle C frequency is $1168

| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|   135 | 2965 (+ 0040) .. .... ... | 01C2  ... ..  .. .... ... | 01C2  ... ..  .. .... ... | .... .. ... . |
|   136 | 29A5 (+ 0040) .. .... ... | 037C  ... ..  .. .... ... | 037C  ... ..  .. .... ... | .... .. ... . |
|   137 | 29E5 (+ 0040) .. .... ... | 029E  ... ..  .. .... ... | 029E  ... ..  .. .... ... | .... .. ... . |
|   138 | 2A25 (+ 0040) .. .... ... | 0235  ... ..  .. .... ... | 0235  ... ..  .. .... ... | .... .. ... . |
|   139 | 29E5 (- 0040) .. .... ... | 01C2  ... ..  .. .... ... | 01C2  ... ..  .. .... ... | .... .. ... . |
|   140 | 29A5 (- 0040) .. .... ... | 037C  ... ..  .. .... ... | 037C  ... ..  .. .... ... | .... .. ... . |
|   141 | 2965 (- 0040) .. .... ... | 029E  ... ..  .. .... ... | 029E  ... ..  .. .... ... | .... .. ... . |
|   142 | 2925 (- 0040) .. .... ... | 0235  ... ..  .. .... ... | 0235  ... ..  .. .... ... | .... .. ... . |
|   143 | 28E5 (- 0040) .. .... ... | 01C2  ... ..  .. .... ... | 01C2  ... ..  .. .... ... | .... .. ... . |
|   144 | 2925 (+ 0040) .. .... ... | 037C  ... ..  .. .... ... | 037C  ... ..  .. .... ... | .... .. ... . |
|   145 | 2965 (+ 0040) .. .... ... | 029E  ... ..  .. .... ... | 029E  ... ..  .. .... ... | .... .. ... . |
|   146 | 29A5 (+ 0040) .. .... ... | 0235  ... ..  .. .... ... | 0235  ... ..  .. .... ... | .... .. ... . |
|   147 | 29E5 (+ 0040) .. .... ... | 01C2  ... ..  .. .... ... | 01C2  ... ..  .. .... ... | .... .. ... . |
|   148 | 2A25 (+ 0040) .. .... ... | 037C  ... ..  .. .... ... | 037C  ... ..  .. .... ... | .... .. ... . |
|   149 | 29E5 (- 0040) .. .... ... | 029E  ... ..  .. .... ... | 029E  ... ..  .. .... ... | .... .. ... . |
|   150 | 29A5 (- 0040) .. .... ... | 0235  ... ..  .. .... ... | 0235  ... ..  .. .... ... | .... .. ... . |
|   151 | 2965 (- 0040) .. .... ... | 01C2  ... ..  .. .... ... | 01C2  ... ..  .. .... ... | .... .. ... . |
|   152 | 2925 (- 0040) .. .... ... | 037C  ... ..  .. .... ... | 037C  ... ..  .. .... ... | .... .. ... . |
|   153 | 28E5 (- 0040) .. .... ... | 029E  ... ..  .. .... ... | 029E  ... ..  .. .... ... | .... .. ... . |
|   154 | 2925 (+ 0040) .. .... ... | 0235  ... ..  .. .... ... | 0235  ... ..  .. .... ... | .... .. ... . |
|   155 | 2965 (+ 0040) .. .... ... | 01C2  ... ..  .. .... ... | 01C2  ... ..  .. .... ... | .... .. ... . |
|   156 | 29A5 (+ 0040) .. .... ... | 037C  ... ..  .. .... ... | 037C  ... ..  .. .... ... | .... .. ... . |
|   157 | 29E5 (+ 0040) .. .... ... | 029E  ... ..  .. .... ... | 029E  ... ..  .. .... ... | .... .. ... . |
|   158 | 2A25 (+ 0040) .. .... ... | 0235  ... ..  .. .... ... | 0235  ... ..  .. .... ... | .... .. ... . |
|   159 | 29E5 (- 0040) .. .... ... | 01C2  ... ..  .. .... ... | 01C2  ... ..  .. .... ... | .... .. ... . |
|   160 | 29A5 (- 0040) .. .... ... | 037C  ... ..  .. .... ... | 037C  ... ..  .. .... ... | .... .. ... . |
|   161 | 2965 (- 0040) .. .... ... | 029E  ... ..  .. .... ... | 029E  ... ..  .. .... ... | .... .. ... . |
|   162 | 2925 (- 0040) .. .... ... | 0235  ... ..  .. .... ... | 0235  ... ..  .. .... ... | .... .. ... . |
|   163 | 28E5 (- 0040) .. .... ... | 01C2  ... ..  .. .... ... | 01C2  ... ..  .. .... ... | .... .. ... . |
|   164 | 2925 (+ 0040) .. .... ... | 037C  ... ..  .. .... ... | 037C  ... ..  .. .... ... | .... .. ... . |
