Load address: $A000 Init address: $C000 Play address: $C020
Calling initroutine with subtune 0
Calling playroutine for 3000 frames, starting from frame 0
Middle C frequency is $1168

| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|   142 | ....  ... ..  .. .... 260 | 1D25 (+ 0020) .. .... FB0 | 173B (F-4 B5) .. .... 990 | .... .. ... . |
|   143 | ....  ... ..  .. .... 280 | 1D45 (+ 0020) .. .... 040 | 2E76 (F-5 C1) .. .... 9C0 | .... .. ... . |
|   144 | ....  ... ..  .. .... 2A0 | 1D65 (+ 0020) .. .... 0D0 | 22CF (C-5 BC) .. .... 9F0 | .... .. ... . |
|   145 | ....  ... ..  .. .... 200 | 1D85 (+ 0020) .. .... 160 | 173B (F-4 B5) .. 1909 900 | .... .. ... . |
|   146 | ....  ... ..  .. .... 220 | 1DA5 (+ 0020) .. .... 1F0 | ....  ... ..  .. .... 990 | .... .. ... . |
|   147 | ....  ... ..  .. .... 240 | 1D85 (- 0020) .. .... 280 | ....  ... ..  .. .... A20 | .... .. ... . |
|   148 | ....  ... ..  .. .... 260 | 1D65 (- 0020) .. .... 310 | ....  ... ..  .. .... AB0 | .... .. ... . |
|   149 | ....  ... ..  .. .... 280 | 1D45 (- 0020) .. .... 3A0 | ....  ... ..  .. .... B40 | .... .. ... . |
|   150 | ....  ... ..  .. .... 2A0 | 1D25 (- 0020) .. .... 430 | ....  ... ..  .. .... BD0 | .... .. ... . |
|   151 | 02E7 (F-1 91) .. .... 200 | 1D05 (- 0020) .. .... 740 | 1167 (C-4 B0) .. .... 900 | .... .. ... . |
|   152 | ....  ... ..  .. .... 220 | 1D75 (+ 0070) .. .... 7D0 | ....  ... ..  .. .... 990 | .... .. ... . |
|   153 | ....  ... ..  .. .... 240 | 1DC5 (+ 0050) .. .... 860 | ....  ... ..  .. .... A20 | .... .. ... . |
|   154 | ....  ... ..  .. .... 260 | 1E15 (+ 0050) .. .... 8F0 | ....  ... ..  .. .... AB0 | .... .. ... . |
|   155 | ....  ... ..  .. .... 280 | 1E65 (A#4 BA) .. .... 980 | ....  ... ..  .. .... B40 | .... .. ... . |
|   156 | ....  ... ..  .. .... 2A0 | 1EF5 (+ 0090) .. .... A10 | ....  ... ..  .. .... BD0 | .... .. ... . |
|   157 | 0B9E (F-3 A9) .. .... 200 | 1F23 (+ 002E) .. .... AA0 | 173B (F-4 B5) .. .... 900 | .... .. ... . |
|   158 | ....  ... ..  .. .... 220 | 1F43 (+ 0020) .. .... B30 | ....  ... ..  .. .... 990 | .... .. ... . |
|   159 | ....  ... ..  .. .... 240 | 1F63 (+ 0020) .. .... BC0 | ....  ... ..  .. .... A20 | .... .. ... . |
|   160 | ....  ... ..  .. .... 260 | 1F83 (+ 0020) .. .... C50 | ....  ... ..  .. .... AB0 | .... .. ... . |
|   161 | ....  ... ..  .. .... 280 | 1F63 (- 0020) .. .... CE0 | ....  ... ..  .. .... B40 | .... .. ... . |
|   162 | ....  ... ..  .. .... 2A0 | 1F43 (- 0020) .. .... D70 | ....  ... ..  .. .... BD0 | .... .. ... . |
|   163 | 05CF (F-2 9D) .. .... 200 | 1F23 (- 0020) .. .... E00 | 2E76 (F-5 C1) .. 0809 900 | .... .. ... . |
